StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q13,Q14,Q1_1,Q1_2,Q1_3,Q1_4,Q1_5,Q17_1,Q17_2,Q17_3,Q17_4,Q17_5,Q18_1,Q18_2,Q18_3,Q18_4,Q18_5,Q19_1,Q19_2,Q19_3,Q19_4,Q19_5,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q20_1,Q20_2,Q20_3,Q20_4,Q20_5,Q21_1,Q21_2,Q21_3,Q21_4,Q23,Q6,Q7,Q8,Q9,Q10,Q8,Q9,Q22,Q10,Q11,Q12,Q24
2022-05-11 10:55:14,2022-05-11 11:04:05,IP Address,100,531,True,2022-05-11 11:04:06,R_8qaIrIeGbDN5ja1,anonymous,EN,0.4000000059604645,Yes,Yes,5 = Strongly Agree,4 = Agree,5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,2 = Disagree,4 = Agree,2 = Disagree,4 = Agree,4 = Agree,1 = Strongly Disagree,5 = Strongly Agree,5 = Strongly Agree,4 = Agree,4 = Agree,5 = Strongly Agree,2 = Disagree,4 = Agree,2 = Disagree,1 = Had a positive impact,1 = Had a positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,1 = Had a positive impact,N/A = Not applicable/ Did not experience this,2 = Had a strong positive impact,1 = Had a positive impact,2 = Had a strong positive impact,1 = Had a positive impact,1 = Had a positive impact,1 = Had a positive impact,-1 = Had a negative impact,-2 = Had a strong negative impact,"I have had some very supportive faculty who went out of their way to help me get more experience, but I have also had TAs who dismissed my answers but not those of men and a professor who told me to my face he didn’t think I was capable of doing research without ever having a conversation with me.",Love planets and rocks,"No, I really like it",No,Hoping to be in academia,Research opportunities from faculty helped me define where I wanted to go,Female,,Non-Hispanic or Latino,"Asian,White",,Pansexual,Yes
2022-05-11 11:08:48,2022-05-11 11:15:39,IP Address,100,410,True,2022-05-11 11:15:39,R_1rrkdcCOWIfj7uF,anonymous,EN,1,Yes,Yes,4 = Agree,4 = Agree,3 = Neither Agree nor Disagree,2 = Disagree,2 = Disagree,3 = Neither Agree nor Disagree,4 = Agree,4 = Agree,4 = Agree,2 = Disagree,3 = Neither Agree nor Disagree,4 = Agree,2 = Disagree,4 = Agree,2 = Disagree,1 = Strongly Disagree,3 = Neither Agree nor Disagree,4 = Agree,3 = Neither Agree nor Disagree,4 = Agree,-1 = Had a negative impact,0 = Had neither a positive nor a negative impact,0 = Had neither a positive nor a negative impact,N/A = Not applicable/ Did not experience this,N/A = Not applicable/ Did not experience this,N/A = Not applicable/ Did not experience this,N/A = Not applicable/ Did not experience this,N/A = Not applicable/ Did not experience this,1 = Had a positive impact,N/A = Not applicable/ Did not experience this,1 = Had a positive impact,N/A = Not applicable/ Did not experience this,-1 = Had a negative impact,N/A = Not applicable/ Did not experience this,,I love science and geoscience incorporates lots of sciences,"Yes, I didn't feel like I belonged because I didn't want to study traditional geology and go into oil, resource extraction, etc.","Switched from anthropology to geology, I took a geology class and enjoyed it and decided I wanted to study geology ",I hope so,"My department did not support me and my major because it was not ""traditional"" geology ",Female,,Non-Hispanic or Latino,White,,Fat,Yes
2022-05-11 11:11:10,2022-05-11 11:21:31,IP Address,100,621,True,2022-05-11 11:21:32,R_3j2U8Ai0wf21Fb8,anonymous,EN,0.8999999761581421,Yes,Yes,4 = Agree,5 = Strongly Agree,5 = Strongly Agree,4 = Agree,4 = Agree,5 = Strongly Agree,3 = Neither Agree nor Disagree,1 = Strongly Disagree,2 = Disagree,4 = Agree,4 = Agree,1 = Strongly Disagree,1 = Strongly Disagree,1 = Strongly Disagree,5 = Strongly Agree,4 = Agree,5 = Strongly Agree,2 = Disagree,5 = Strongly Agree,1 = Strongly Disagree,2 = Had a strong positive impact,2 = Had a strong positive impact,1 = Had a positive impact,N/A = Not applicable/ Did not experience this,2 = Had a strong positive impact,0 = Had neither a positive nor a negative impact,2 = Had a strong positive impact,1 = Had a positive impact,1 = Had a positive impact,0 = Had neither a positive nor a negative impact,N/A = Not applicable/ Did not experience this,0 = Had neither a positive nor a negative impact,N/A = Not applicable/ Did not experience this,N/A = Not applicable/ Did not experience this,,I was interested in minerals and the mechanisms of how the earth works,No,"I was originally in Pharmacy because of my love of chemistry, which is also applicable to certain sections of geoscience","Yes. I don't know specifically what my career would be, but I think I would be prepared for a variety of positions",Not really,Male,,Non-Hispanic or Latino,White,,,Yes
2022-05-11 11:35:03,2022-05-11 11:38:24,IP Address,100,200,True,2022-05-11 11:38:24,R_2ggAhBUaspogE8h,anonymous,EN,1,Yes,Yes,5 = Strongly Agree,4 = Agree,4 = Agree,3 = Neither Agree nor Disagree,4 = Agree,4 = Agree,2 = Disagree,4 = Agree,2 = Disagree,4 = Agree,4 = Agree,2 = Disagree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,2 = Disagree,4 = Agree,3 = Neither Agree nor Disagree,1 = Had a positive impact,1 = Had a positive impact,1 = Had a positive impact,0 = Had neither a positive nor a negative impact,1 = Had a positive impact,0 = Had neither a positive nor a negative impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,1 = Had a positive impact,0 = Had neither a positive nor a negative impact,,Because I feel connnected to the earth,"No ",No,Yes,no,Female,Female,Non-Hispanic or Latino,Asian,,,Yes
2022-05-11 13:43:23,2022-05-11 13:49:29,IP Address,100,365,True,2022-05-11 13:49:29,R_3ea7MQucwSuuPjx,anonymous,EN,1,Yes,Yes,5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,4 = Agree,2 = Disagree,4 = Agree,2 = Disagree,5 = Strongly Agree,4 = Agree,2 = Disagree,2 = Disagree,2 = Disagree,5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,4 = Agree,2 = Disagree,2 = Had a strong positive impact,1 = Had a positive impact,2 = Had a strong positive impact,1 = Had a positive impact,1 = Had a positive impact,2 = Had a strong positive impact,1 = Had a positive impact,2 = Had a strong positive impact,1 = Had a positive impact,1 = Had a positive impact,2 = Had a strong positive impact,1 = Had a positive impact,N/A = Not applicable/ Did not experience this,N/A = Not applicable/ Did not experience this,,"I want to teach Earth Science, and I was advised to pursue a degree in geoscience with a concentration in science education.",There were times when I considered switching from geoscience to geology since I wasn't sure if I wanted to pursue a career in science education.,"I first started as a psychology major and switched to geoscience since I have always been passionate about geoscience. ","I plan on teaching Earth Science or something similar to that at the high school level, then I would like to teach geology or something like that at a community college later. ","The faculty at CSU Chico supported me a lot, and gave me a lot of opportunities to grow as a geoscientist over the years. I believe it's important for not only the student to be passionate about geoscience, but the faculty members should also be passionate too. ",Male,,Hispanic or Latino,White,,,Yes
2022-05-11 15:03:26,2022-05-11 15:22:11,IP Address,100,1125,True,2022-05-11 15:22:12,R_2S8ExMDPmplBGbI,anonymous,EN,0.8999999761581421,Yes,Yes,5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,1 = Strongly Disagree,4 = Agree,5 = Strongly Agree,1 = Strongly Disagree,3 = Neither Agree nor Disagree,4 = Agree,5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,4 = Agree,1 = Strongly Disagree,2 = Had a strong positive impact,2 = Had a strong positive impact,1 = Had a positive impact,2 = Had a strong positive impact,0 = Had neither a positive nor a negative impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,N/A = Not applicable/ Did not experience this,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,-1 = Had a negative impact,0 = Had neither a positive nor a negative impact,,"Career opportunities ",No,Nope,"Yessss, i would like to work on environmental justice, pollution, and climate change",,Non-binary,,Non-Hispanic or Latino,White,Romani Jewish,Autistic,Yes
2022-05-11 16:36:43,2022-05-11 16:48:40,IP Address,100,716,True,2022-05-11 16:48:41,R_2tKGbPqjEXpmsCb,anonymous,EN,1,Yes,Yes,4 = Agree,3 = Neither Agree nor Disagree,5 = Strongly Agree,1 = Strongly Disagree,2 = Disagree,3 = Neither Agree nor Disagree,2 = Disagree,4 = Agree,2 = Disagree,5 = Strongly Agree,5 = Strongly Agree,1 = Strongly Disagree,1 = Strongly Disagree,5 = Strongly Agree,4 = Agree,4 = Agree,5 = Strongly Agree,4 = Agree,4 = Agree,2 = Disagree,-1 = Had a negative impact,1 = Had a positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,N/A = Not applicable/ Did not experience this,1 = Had a positive impact,N/A = Not applicable/ Did not experience this,0 = Had neither a positive nor a negative impact,0 = Had neither a positive nor a negative impact,2 = Had a strong positive impact,N/A = Not applicable/ Did not experience this,-2 = Had a strong negative impact,-2 = Had a strong negative impact,"I attended the University of North Dakota from 2018-2022. I switched my major to geology in 2019. There are only two female individuals in the geology department. One was an engineer I never had a class with, and the other was considered so unbearable that she was not allowed to teach and was to conduct research in a tiny room on the third floor. There was no representation in my school as far as I felt. Additionally, our building does not have a women's bathroom on the second floor because it has not been renovated since 1960 and during those times, women didn't do research in labs, so they just never added a bathroom. To this day, 50 years later, there is still no bathroom, no matter how much we advocate for one. There is a lock on the door, but the embarrassment of walking in on your male professor urinating feels uncomfortable for me. Men don't lock the door when they use the restroom because they have never thought about it. The discrimination and sexism I have experienced has pushed me away from the geosciences field and towards an environmental/aquatic biology field because I felt more accepted and better represented there.   ","I have a passion for nature and the environment. I believe that everyone's number one goal on this planet is to understand the planet we live on and help it naturally thrive. ","No, regardless of the disparities I faced, I knew that I could not let a man or unfortunate situations take away what I feel so passionate about. ","I switched from biology pre-med to geological engineering. Then I switched from geo engineering to geology. After adding geology, I added an environmental studies major because I felt like my course work was not preparing me to get a job that I really wanted to pursue. We only focused on oil and I do not want to work in the oil industry.","I am attending graduate school at the University of Missouri in the Natural Resources Department studying surface water. ","The best part about my geoscience education was my peers. Most of them were male, but they were some of the best people I've met and I am grateful to have met them. ",Female,,Non-Hispanic or Latino,White,,,Yes
2022-05-11 17:22:58,2022-05-11 17:35:11,IP Address,100,733,True,2022-05-11 17:35:12,R_1ztQMKefbjrvmDv,anonymous,EN,0.8999999761581421,Yes,Yes,4 = Agree,3 = Neither Agree nor Disagree,4 = Agree,3 = Neither Agree nor Disagree,4 = Agree,4 = Agree,5 = Strongly Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,2 = Disagree,1 = Strongly Disagree,4 = Agree,3 = Neither Agree nor Disagree,3 = Neither Agree nor Disagree,4 = Agree,5 = Strongly Agree,4 = Agree,1 = Strongly Disagree,2 = Had a strong positive impact,1 = Had a positive impact,0 = Had neither a positive nor a negative impact,1 = Had a positive impact,1 = Had a positive impact,1 = Had a positive impact,1 = Had a positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,1 = Had a positive impact,1 = Had a positive impact,0 = Had neither a positive nor a negative impact,0 = Had neither a positive nor a negative impact,0 = Had neither a positive nor a negative impact,,"Because I have an interest in this major, the job growth is good, and the pay is good. ","Yes, sometimes I feel like my professors don’t respect me for my knowledge and I am a bit self conscious of how much geoscience knowledge I lack. ","I switched from an undeclared Bachelors of Arts degree to a Geoscience major in a Bachelors of science degree. ","Yes, however I still don’t know what area of geoscience I want to work in. ",,Female,,Non-Hispanic or Latino,"American Indian or Alaska Native,White",,,Yes
2022-05-11 18:11:16,2022-05-11 18:19:38,IP Address,100,502,True,2022-05-11 18:19:39,R_2zC5ic99eqtUyRm,anonymous,EN,1,Yes,Yes,5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,4 = Agree,4 = Agree,4 = Agree,2 = Disagree,3 = Neither Agree nor Disagree,3 = Neither Agree nor Disagree,1 = Strongly Disagree,1 = Strongly Disagree,4 = Agree,3 = Neither Agree nor Disagree,3 = Neither Agree nor Disagree,3 = Neither Agree nor Disagree,4 = Agree,3 = Neither Agree nor Disagree,2 = Disagree,2 = Had a strong positive impact,1 = Had a positive impact,1 = Had a positive impact,1 = Had a positive impact,2 = Had a strong positive impact,1 = Had a positive impact,2 = Had a strong positive impact,1 = Had a positive impact,1 = Had a positive impact,2 = Had a strong positive impact,1 = Had a positive impact,1 = Had a positive impact,0 = Had neither a positive nor a negative impact,N/A = Not applicable/ Did not experience this,,Love the outdoors. Love hiking. Amazed by landforms.,Yes. I hated a few of my classes and had a hard time understanding them.,No.,"Yes. I am going to do a masters, and then work in research and monitoring of natural hazards.",,Female,,Non-Hispanic or Latino,White,,,Yes
2022-05-11 20:53:57,2022-05-11 21:02:30,IP Address,100,512,True,2022-05-11 21:02:31,R_1Fx3z8UbiurFdVT,anonymous,EN,0.8999999761581421,Yes,Yes,4 = Agree,5 = Strongly Agree,4 = Agree,3 = Neither Agree nor Disagree,4 = Agree,4 = Agree,3 = Neither Agree nor Disagree,3 = Neither Agree nor Disagree,1 = Strongly Disagree,5 = Strongly Agree,5 = Strongly Agree,2 = Disagree,4 = Agree,3 = Neither Agree nor Disagree,5 = Strongly Agree,4 = Agree,4 = Agree,2 = Disagree,4 = Agree,2 = Disagree,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,1 = Had a positive impact,2 = Had a strong positive impact,0 = Had neither a positive nor a negative impact,1 = Had a positive impact,1 = Had a positive impact,0 = Had neither a positive nor a negative impact,2 = Had a strong positive impact,2 = Had a strong positive impact,1 = Had a positive impact,0 = Had neither a positive nor a negative impact,0 = Had neither a positive nor a negative impact,,"To understand how the earth works and work in mining ","I do not ",Yes. Civil engineering! I wanted the dive deep into the science rather than the engineering.,"Yes. ",,Male,,Non-Hispanic or Latino,Black or African American,,,Yes
2022-05-11 21:20:45,2022-05-11 21:41:17,IP Address,100,1232,True,2022-05-11 21:41:18,R_2ZPJuhTjMmGFe1g,anonymous,EN,1,Yes,Yes,4 = Agree,3 = Neither Agree nor Disagree,5 = Strongly Agree,3 = Neither Agree nor Disagree,4 = Agree,4 = Agree,3 = Neither Agree nor Disagree,4 = Agree,2 = Disagree,3 = Neither Agree nor Disagree,5 = Strongly Agree,2 = Disagree,1 = Strongly Disagree,1 = Strongly Disagree,5 = Strongly Agree,4 = Agree,5 = Strongly Agree,4 = Agree,3 = Neither Agree nor Disagree,3 = Neither Agree nor Disagree,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,1 = Had a positive impact,2 = Had a strong positive impact,0 = Had neither a positive nor a negative impact,2 = Had a strong positive impact,0 = Had neither a positive nor a negative impact,2 = Had a strong positive impact,-1 = Had a negative impact,2 = Had a strong positive impact,0 = Had neither a positive nor a negative impact,N/A = Not applicable/ Did not experience this,N/A = Not applicable/ Did not experience this,N/A,Love for nature and interest in knowing more about rock formation such as mountains.,No,I didn’t change my geology major,"Yes, hopefully relates to petrology or environmental",No,Female,Female,Hispanic or Latino,More than one race,Puertorican,No,Yes
2022-05-12 01:53:21,2022-05-12 01:57:34,IP Address,100,252,True,2022-05-12 01:57:34,R_R1VImEumB6scmlP,anonymous,EN,1,Yes,Yes,4 = Agree,4 = Agree,4 = Agree,3 = Neither Agree nor Disagree,3 = Neither Agree nor Disagree,3 = Neither Agree nor Disagree,4 = Agree,3 = Neither Agree nor Disagree,4 = Agree,4 = Agree,4 = Agree,3 = Neither Agree nor Disagree,3 = Neither Agree nor Disagree,3 = Neither Agree nor Disagree,4 = Agree,4 = Agree,4 = Agree,1 = Strongly Disagree,3 = Neither Agree nor Disagree,1 = Strongly Disagree,1 = Had a positive impact,1 = Had a positive impact,1 = Had a positive impact,1 = Had a positive impact,1 = Had a positive impact,1 = Had a positive impact,0 = Had neither a positive nor a negative impact,N/A = Not applicable/ Did not experience this,N/A = Not applicable/ Did not experience this,0 = Had neither a positive nor a negative impact,1 = Had a positive impact,0 = Had neither a positive nor a negative impact,N/A = Not applicable/ Did not experience this,N/A = Not applicable/ Did not experience this,,,,,,,Female,,Non-Hispanic or Latino,White,,,Yes
2022-05-12 05:28:39,2022-05-12 05:39:12,IP Address,100,632,True,2022-05-12 05:39:12,R_1gd2MkzZmMBgm2A,anonymous,EN,1,Yes,Yes,4 = Agree,3 = Neither Agree nor Disagree,4 = Agree,4 = Agree,3 = Neither Agree nor Disagree,4 = Agree,4 = Agree,3 = Neither Agree nor Disagree,3 = Neither Agree nor Disagree,4 = Agree,4 = Agree,4 = Agree,2 = Disagree,2 = Disagree,4 = Agree,4 = Agree,4 = Agree,2 = Disagree,3 = Neither Agree nor Disagree,2 = Disagree,2 = Had a strong positive impact,2 = Had a strong positive impact,0 = Had neither a positive nor a negative impact,-1 = Had a negative impact,2 = Had a strong positive impact,0 = Had neither a positive nor a negative impact,1 = Had a positive impact,1 = Had a positive impact,2 = Had a strong positive impact,1 = Had a positive impact,1 = Had a positive impact,1 = Had a positive impact,N/A = Not applicable/ Did not experience this,N/A = Not applicable/ Did not experience this,,,,,"Yes as a field geologist ",,Female,,Non-Hispanic or Latino,White,,,Yes
2022-05-12 06:36:48,2022-05-12 06:42:02,IP Address,100,313,True,2022-05-12 06:42:02,R_RraTzWuHEA9zaN3,anonymous,EN,1,Yes,Yes,4 = Agree,3 = Neither Agree nor Disagree,4 = Agree,4 = Agree,4 = Agree,5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,1 = Strongly Disagree,5 = Strongly Agree,5 = Strongly Agree,1 = Strongly Disagree,1 = Strongly Disagree,5 = Strongly Agree,5 = Strongly Agree,4 = Agree,4 = Agree,2 = Disagree,2 = Disagree,1 = Strongly Disagree,2 = Had a strong positive impact,2 = Had a strong positive impact,0 = Had neither a positive nor a negative impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,1 = Had a positive impact,N/A = Not applicable/ Did not experience this,1 = Had a positive impact,2 = Had a strong positive impact,1 = Had a positive impact,-1 = Had a negative impact,-1 = Had a negative impact,,Longstanding interest,"No, spent 5 years deciding what to choose",Associates in health sciences. Switched because I don't love people,"No, going to Bayer for crop production",Lab groups where we read and analyzed scientific papers helped me more than I thought it would,Female,,Non-Hispanic or Latino,White,,Bisexual,Yes
2022-05-12 06:55:09,2022-05-12 06:59:02,IP Address,100,232,True,2022-05-12 06:59:02,R_2Ui48z2ydgCYU66,anonymous,EN,1,Yes,Yes,5 = Strongly Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,2 = Disagree,2 = Disagree,3 = Neither Agree nor Disagree,4 = Agree,4 = Agree,4 = Agree,1 = Strongly Disagree,1 = Strongly Disagree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,2 = Disagree,2 = Disagree,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,0 = Had neither a positive nor a negative impact,1 = Had a positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,1 = Had a positive impact,0 = Had neither a positive nor a negative impact,2 = Had a strong positive impact,1 = Had a positive impact,-1 = Had a negative impact,0 = Had neither a positive nor a negative impact,,Appreciation of the Earth,"Yes, to find something easier ",No,Yes not sure what,,Male,"Male ",Non-Hispanic or Latino,White,,,Yes
2022-05-12 07:04:08,2022-05-12 07:13:01,IP Address,100,532,True,2022-05-12 07:13:01,R_32ViQFPUVe5OWje,anonymous,EN,0.8999999761581421,Yes,Yes,5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,4 = Agree,5 = Strongly Agree,5 = Strongly Agree,3 = Neither Agree nor Disagree,2 = Disagree,3 = Neither Agree nor Disagree,4 = Agree,4 = Agree,5 = Strongly Agree,3 = Neither Agree nor Disagree,3 = Neither Agree nor Disagree,4 = Agree,4 = Agree,4 = Agree,2 = Disagree,4 = Agree,1 = Strongly Disagree,1 = Had a positive impact,1 = Had a positive impact,N/A = Not applicable/ Did not experience this,1 = Had a positive impact,N/A = Not applicable/ Did not experience this,N/A = Not applicable/ Did not experience this,1 = Had a positive impact,1 = Had a positive impact,1 = Had a positive impact,N/A = Not applicable/ Did not experience this,1 = Had a positive impact,1 = Had a positive impact,-1 = Had a negative impact,N/A = Not applicable/ Did not experience this,"I had a professor who assumed we were all stupid and just cave up on us. We warned about him by other classmates. ","I was always interested in it as a kid ","Yes, I couldn’t afford the field camp. ","Yes, animation to geology. Then geology to earth science to bypass field camp.",I want to but s searching for a job.,Undergraduates of different majors being confused on what geology or geoscience even was. We have very few student in the geoscience path.,"Non-binary,Female",,Non-Hispanic or Latino,White,,,Yes
2022-05-12 07:10:50,2022-05-12 07:16:28,IP Address,100,338,True,2022-05-12 07:16:29,R_T1yjoqEMRhgZyA9,anonymous,EN,0.8999999761581421,Yes,Yes,4 = Agree,5 = Strongly Agree,5 = Strongly Agree,3 = Neither Agree nor Disagree,5 = Strongly Agree,5 = Strongly Agree,2 = Disagree,4 = Agree,2 = Disagree,5 = Strongly Agree,3 = Neither Agree nor Disagree,2 = Disagree,3 = Neither Agree nor Disagree,5 = Strongly Agree,4 = Agree,4 = Agree,5 = Strongly Agree,3 = Neither Agree nor Disagree,4 = Agree,2 = Disagree,2 = Had a strong positive impact,2 = Had a strong positive impact,1 = Had a positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,0 = Had neither a positive nor a negative impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,1 = Had a positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,-1 = Had a negative impact,-1 = Had a negative impact,,"I plan on using my geology major as a gateway into studying my lifelong passion, paleontology!",Never!,I did not; geoscience all the way!,"Yes. I am already employed at a local natural history museum, but plan to apply to larger institutions upon graduation. ","Yes. Going out and gaining real-world experience in the career field via our local natural history museum has been the best thing I have ever done for myself and my career and personal development. It has allowed me to network with other geoscientists, expand my personal knowledge, get comfortable with public speaking (especially about the geosciences), and has given me years of work experience I can list on my resume/CV. I will always advocate for volunteering where you can! You never know who you may meet or what you may learn.",Non-binary,,Non-Hispanic or Latino,White,,,Yes
2022-05-12 08:07:03,2022-05-12 08:13:53,IP Address,100,410,True,2022-05-12 08:13:53,R_3gOwZFUBD8TpVBT,anonymous,EN,0.8999999761581421,Yes,Yes,4 = Agree,4 = Agree,3 = Neither Agree nor Disagree,3 = Neither Agree nor Disagree,3 = Neither Agree nor Disagree,2 = Disagree,3 = Neither Agree nor Disagree,2 = Disagree,2 = Disagree,4 = Agree,4 = Agree,2 = Disagree,3 = Neither Agree nor Disagree,2 = Disagree,4 = Agree,4 = Agree,4 = Agree,2 = Disagree,3 = Neither Agree nor Disagree,2 = Disagree,2 = Had a strong positive impact,1 = Had a positive impact,2 = Had a strong positive impact,1 = Had a positive impact,1 = Had a positive impact,0 = Had neither a positive nor a negative impact,0 = Had neither a positive nor a negative impact,1 = Had a positive impact,0 = Had neither a positive nor a negative impact,0 = Had neither a positive nor a negative impact,1 = Had a positive impact,0 = Had neither a positive nor a negative impact,0 = Had neither a positive nor a negative impact,0 = Had neither a positive nor a negative impact,,Always loved planetary science and space,No,"Didn't switch, but joined with chemistry major",Plan to go to grad school first,,Male,,Non-Hispanic or Latino,White,,,Yes
2022-05-12 08:36:32,2022-05-12 08:43:24,IP Address,100,412,True,2022-05-12 08:43:25,R_dgvdlcW951Oueel,anonymous,EN,1,Yes,Yes,5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,4 = Agree,2 = Disagree,4 = Agree,5 = Strongly Agree,5 = Strongly Agree,2 = Disagree,3 = Neither Agree nor Disagree,3 = Neither Agree nor Disagree,4 = Agree,4 = Agree,4 = Agree,1 = Strongly Disagree,5 = Strongly Agree,1 = Strongly Disagree,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,0 = Had neither a positive nor a negative impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,N/A = Not applicable/ Did not experience this,N/A = Not applicable/ Did not experience this,,I’ve always been passionate about rocks since a kid,Nope but the pandemic made me question school,Computer science -> geology because I hated programming,"Yes, soil engineering","My professors were an integral part of my experience especially Dr Eaton, Dr Lukens, and Dr Elmi- they made the JMU geology department home for me",Male,,Non-Hispanic or Latino,White,,,Yes
2022-05-12 09:03:13,2022-05-12 09:06:07,IP Address,100,174,True,2022-05-12 09:06:08,R_TnrhyOVh6SMpNhD,anonymous,EN,1,Yes,Yes,4 = Agree,4 = Agree,4 = Agree,3 = Neither Agree nor Disagree,3 = Neither Agree nor Disagree,3 = Neither Agree nor Disagree,2 = Disagree,4 = Agree,2 = Disagree,4 = Agree,4 = Agree,2 = Disagree,1 = Strongly Disagree,2 = Disagree,4 = Agree,4 = Agree,4 = Agree,2 = Disagree,4 = Agree,2 = Disagree,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,0 = Had neither a positive nor a negative impact,0 = Had neither a positive nor a negative impact,,,,,Grad school first,,Female,,Non-Hispanic or Latino,White,,,Yes
2022-05-12 11:51:56,2022-05-12 11:56:49,IP Address,100,293,True,2022-05-12 11:56:49,R_28V3H61OxiDnFXO,anonymous,EN,1,Yes,Yes,4 = Agree,4 = Agree,4 = Agree,2 = Disagree,3 = Neither Agree nor Disagree,4 = Agree,2 = Disagree,4 = Agree,3 = Neither Agree nor Disagree,4 = Agree,4 = Agree,2 = Disagree,1 = Strongly Disagree,4 = Agree,4 = Agree,4 = Agree,5 = Strongly Agree,3 = Neither Agree nor Disagree,4 = Agree,2 = Disagree,2 = Had a strong positive impact,2 = Had a strong positive impact,1 = Had a positive impact,1 = Had a positive impact,N/A = Not applicable/ Did not experience this,N/A = Not applicable/ Did not experience this,2 = Had a strong positive impact,1 = Had a positive impact,1 = Had a positive impact,1 = Had a positive impact,1 = Had a positive impact,N/A = Not applicable/ Did not experience this,0 = Had neither a positive nor a negative impact,-1 = Had a negative impact,,"I was originally a physics major and did some geoscience research as a freshman before realizing that geophysics was a major option. ","No, because I left my physics major for this one and thought about it for a long time before officially making a change. ","Yes, I was in physics for three to three and a half years. ","I hope to do environmental work or remote sensing in the near future. ",,Female,,Non-Hispanic or Latino,White,,,Yes
